Step,Tactic,Technique ID,Technique Name,Platform,Detection Criteria,Category,ACW,Red Team Activity,Hosts,Users,Detection ID,Detection Description,Log Source,Event Filter,Data Component
"Step 1 — Recovery Inhibition, Service Stop, and Data Encryption (IIS01)",Impact,T1486,Data Encrypted for Impact,Windows,"Sysmon Event 11 on IIS01: `CertMaint.exe` (child of `cmd.exe`, grandchild of `RuntimeBroker.exe` ghost) writes to `C:\Program Files\Microsoft SQL Server\MSSQL17.SQLEXPRESS\MSSQL\DATA\UploadPortalDB.mdf` and `UploadPortalDB_log.ldf`; writing process is not a SQL Server service binary — anomalous writer identity for `.mdf`/`.ldf` file extensions; no `powershell.exe` child process",Calibrated - Not Benign,Critical,"`CertMaint.exe` opens each database file with `GENERIC_READ\|GENERIC_WRITE`, extends it to PKCS7-padded length via `CreateFileMappingW`, and encrypts in-place with AES-256-CBC using embedded tiny-AES-c; `UploadPortalDB` becomes permanently unreadable (Error 824) without the decryption key",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0602,"High-frequency file write operations using uncommon extensions, followed by ransom note creation, registry tampering, or shadow copy deletion. Often uses CLI tools like vssadmin, wbadmin, cipher, or PowerShell.",WinEventLog:Sysmon,EventCode=11,File Creation
"Step 1 — Recovery Inhibition, Service Stop, and Data Encryption (IIS01)",Impact,T1486,Data Encrypted for Impact,Windows,"Sysmon Event 11 on IIS01: `CertMaint.exe` (child of `cmd.exe`, grandchild of `RuntimeBroker.exe` ghost) writes to `C:\Program Files\Microsoft SQL Server\MSSQL17.SQLEXPRESS\MSSQL\DATA\UploadPortalDB.mdf` and `UploadPortalDB_log.ldf`; writing process is not a SQL Server service binary — anomalous writer identity for `.mdf`/`.ldf` file extensions; no `powershell.exe` child process",Calibrated - Not Benign,Critical,"`CertMaint.exe` opens each database file with `GENERIC_READ\|GENERIC_WRITE`, extends it to PKCS7-padded length via `CreateFileMappingW`, and encrypts in-place with AES-256-CBC using embedded tiny-AES-c; `UploadPortalDB` becomes permanently unreadable (Error 824) without the decryption key",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0602,"High-frequency file write operations using uncommon extensions, followed by ransom note creation, registry tampering, or shadow copy deletion. Often uses CLI tools like vssadmin, wbadmin, cipher, or PowerShell.",WinEventLog:Sysmon,EventCode=2,File Modification
Step 2 — Impact: Internal Defacement (DC01 + IIS01),Impact,T1491.001,Defacement: Internal Defacement,Windows,Sysmon Event 13 on DC01: `powershell.exe` (child of `RuntimeBroker.exe` ghost) writes `LegalNoticeCaption` and `LegalNoticeText` string values under `HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System`; registry key path matches Windows logon-screen policy,Calibrated - Not Benign,Critical,`Set-ItemProperty` modifies `LegalNoticeCaption` and `LegalNoticeText` on DC01 to display a ransom message at domain logon — affects all domain-joined machines drawing policy from this DC,DC01 (10.12.10.10),TESTLAB\Administrator,AN0229,"Adversary modifies internal UI messages (e.g., login banners, desktop wallpapers) or hosted intranet web pages by creating or altering content files using scripts or unauthorized access. Often preceded by privilege escalation or web shell deployment.",WinEventLog:Security,"EventCode=4663, 4670, 4656",File Access
Step 2 — Impact: Internal Defacement (DC01 + IIS01),Impact,T1491.001,Defacement: Internal Defacement,Windows,Sysmon Event 13 on DC01: `powershell.exe` (child of `RuntimeBroker.exe` ghost) writes `LegalNoticeCaption` and `LegalNoticeText` string values under `HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System`; registry key path matches Windows logon-screen policy,Calibrated - Not Benign,Critical,`Set-ItemProperty` modifies `LegalNoticeCaption` and `LegalNoticeText` on DC01 to display a ransom message at domain logon — affects all domain-joined machines drawing policy from this DC,DC01 (10.12.10.10),TESTLAB\Administrator,AN0229,"Adversary modifies internal UI messages (e.g., login banners, desktop wallpapers) or hosted intranet web pages by creating or altering content files using scripts or unauthorized access. Often preceded by privilege escalation or web shell deployment.",WinEventLog:Sysmon,EventCode=11,File Creation
Step 2 — Impact: Internal Defacement (DC01 + IIS01),Impact,T1491.001,Defacement: Internal Defacement,Windows,Sysmon Event 13 on DC01: `powershell.exe` (child of `RuntimeBroker.exe` ghost) writes `LegalNoticeCaption` and `LegalNoticeText` string values under `HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System`; registry key path matches Windows logon-screen policy,Calibrated - Not Benign,Critical,`Set-ItemProperty` modifies `LegalNoticeCaption` and `LegalNoticeText` on DC01 to display a ransom message at domain logon — affects all domain-joined machines drawing policy from this DC,DC01 (10.12.10.10),TESTLAB\Administrator,AN0229,"Adversary modifies internal UI messages (e.g., login banners, desktop wallpapers) or hosted intranet web pages by creating or altering content files using scripts or unauthorized access. Often preceded by privilege escalation or web shell deployment.",WinEventLog:Sysmon,EventCode=2,File Modification
Step 2 — Impact: Internal Defacement (DC01 + IIS01),Impact,T1491.001,Defacement: Internal Defacement,Windows,Sysmon Event 13 on DC01: `powershell.exe` (child of `RuntimeBroker.exe` ghost) writes `LegalNoticeCaption` and `LegalNoticeText` string values under `HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System`; registry key path matches Windows logon-screen policy,Calibrated - Not Benign,Critical,`Set-ItemProperty` modifies `LegalNoticeCaption` and `LegalNoticeText` on DC01 to display a ransom message at domain logon — affects all domain-joined machines drawing policy from this DC,DC01 (10.12.10.10),TESTLAB\Administrator,AN0229,"Adversary modifies internal UI messages (e.g., login banners, desktop wallpapers) or hosted intranet web pages by creating or altering content files using scripts or unauthorized access. Often preceded by privilege escalation or web shell deployment.",WinEventLog:Sysmon,EventCode=1,Process Creation
Step 2 — Impact: Internal Defacement (DC01 + IIS01),Defense Evasion,T1112,Modify Registry,Windows,Sysmon Event 13 on DC01: `powershell.exe` sets `LegalNoticeCaption` (REG_SZ) and `LegalNoticeText` (REG_SZ) under `HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System` via `Set-ItemProperty`; parent process is `RuntimeBroker.exe` ghost,Not Calibrated - Not Benign,Low,Registry modification implementing the logon-banner defacement; same physical event as T1491.001 above but independently scored as a registry-modification behavior,DC01 (10.12.10.10),TESTLAB\Administrator,AN0781,"Behavior chain involving abnormal registry modifications via CLI, PowerShell, WMI, or direct API calls, especially targeting persistence, privilege escalation, or defense evasion keys, potentially followed by service restart or process execution. Such as editing Notify/Userinit/Startup keys, or disabling SafeDllSearchMode.",WinEventLog:Sysmon,"EventCode=13, 14",Windows Registry Key Modification
Step 2 — Impact: Internal Defacement (DC01 + IIS01),Defense Evasion,T1112,Modify Registry,Windows,Sysmon Event 13 on DC01: `powershell.exe` sets `LegalNoticeCaption` (REG_SZ) and `LegalNoticeText` (REG_SZ) under `HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System` via `Set-ItemProperty`; parent process is `RuntimeBroker.exe` ghost,Not Calibrated - Not Benign,Low,Registry modification implementing the logon-banner defacement; same physical event as T1491.001 above but independently scored as a registry-modification behavior,DC01 (10.12.10.10),TESTLAB\Administrator,AN0781,"Behavior chain involving abnormal registry modifications via CLI, PowerShell, WMI, or direct API calls, especially targeting persistence, privilege escalation, or defense evasion keys, potentially followed by service restart or process execution. Such as editing Notify/Userinit/Startup keys, or disabling SafeDllSearchMode.",WinEventLog:Sysmon,EventCode=1,Process Creation
Step 2 — Impact: Internal Defacement (DC01 + IIS01),Impact,T1491.001,Defacement: Internal Defacement,Windows,Sysmon Event 11 on DC01: `powershell.exe` (child of `RuntimeBroker.exe` ghost) creates `README_DECRYPT.txt` at `C:\` and `C:\Users\Administrator\Desktop\`,Calibrated - Not Benign,Critical,`Set-Content` drops ransom note text files at two paths on DC01; file name `README_DECRYPT.txt` matches ransomware ransom-note naming convention,DC01 (10.12.10.10),TESTLAB\Administrator,AN0229,"Adversary modifies internal UI messages (e.g., login banners, desktop wallpapers) or hosted intranet web pages by creating or altering content files using scripts or unauthorized access. Often preceded by privilege escalation or web shell deployment.",WinEventLog:Security,"EventCode=4663, 4670, 4656",File Access
Step 2 — Impact: Internal Defacement (DC01 + IIS01),Impact,T1491.001,Defacement: Internal Defacement,Windows,Sysmon Event 11 on DC01: `powershell.exe` (child of `RuntimeBroker.exe` ghost) creates `README_DECRYPT.txt` at `C:\` and `C:\Users\Administrator\Desktop\`,Calibrated - Not Benign,Critical,`Set-Content` drops ransom note text files at two paths on DC01; file name `README_DECRYPT.txt` matches ransomware ransom-note naming convention,DC01 (10.12.10.10),TESTLAB\Administrator,AN0229,"Adversary modifies internal UI messages (e.g., login banners, desktop wallpapers) or hosted intranet web pages by creating or altering content files using scripts or unauthorized access. Often preceded by privilege escalation or web shell deployment.",WinEventLog:Sysmon,EventCode=11,File Creation
Step 2 — Impact: Internal Defacement (DC01 + IIS01),Impact,T1491.001,Defacement: Internal Defacement,Windows,Sysmon Event 11 on DC01: `powershell.exe` (child of `RuntimeBroker.exe` ghost) creates `README_DECRYPT.txt` at `C:\` and `C:\Users\Administrator\Desktop\`,Calibrated - Not Benign,Critical,`Set-Content` drops ransom note text files at two paths on DC01; file name `README_DECRYPT.txt` matches ransomware ransom-note naming convention,DC01 (10.12.10.10),TESTLAB\Administrator,AN0229,"Adversary modifies internal UI messages (e.g., login banners, desktop wallpapers) or hosted intranet web pages by creating or altering content files using scripts or unauthorized access. Often preceded by privilege escalation or web shell deployment.",WinEventLog:Sysmon,EventCode=2,File Modification
Step 2 — Impact: Internal Defacement (DC01 + IIS01),Impact,T1491.001,Defacement: Internal Defacement,Windows,Sysmon Event 11 on DC01: `powershell.exe` (child of `RuntimeBroker.exe` ghost) creates `README_DECRYPT.txt` at `C:\` and `C:\Users\Administrator\Desktop\`,Calibrated - Not Benign,Critical,`Set-Content` drops ransom note text files at two paths on DC01; file name `README_DECRYPT.txt` matches ransomware ransom-note naming convention,DC01 (10.12.10.10),TESTLAB\Administrator,AN0229,"Adversary modifies internal UI messages (e.g., login banners, desktop wallpapers) or hosted intranet web pages by creating or altering content files using scripts or unauthorized access. Often preceded by privilege escalation or web shell deployment.",WinEventLog:Sysmon,EventCode=1,Process Creation
Step 2 — Impact: Internal Defacement (DC01 + IIS01),Impact,T1491.001,Defacement: Internal Defacement,Windows,Sysmon Event 11 on IIS01: `node.exe` (IIS APPPOOL\react.testlab.local) creates `index.html` in `C:\inetpub\upload.testlab.local\` via `fs.writeFileSync` called through react2shell eval channel; HTTP access to `upload.testlab.local/` now returns ransom page,Calibrated - Not Benign,Critical,react2shell eval executes `fs.writeFileSync` to overwrite the upload portal landing page with a ransom HTML page on IIS01; no child process spawned — write occurs entirely within `node.exe`,IIS01 (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0229,"Adversary modifies internal UI messages (e.g., login banners, desktop wallpapers) or hosted intranet web pages by creating or altering content files using scripts or unauthorized access. Often preceded by privilege escalation or web shell deployment.",WinEventLog:Security,"EventCode=4663, 4670, 4656",File Access
Step 2 — Impact: Internal Defacement (DC01 + IIS01),Impact,T1491.001,Defacement: Internal Defacement,Windows,Sysmon Event 11 on IIS01: `node.exe` (IIS APPPOOL\react.testlab.local) creates `index.html` in `C:\inetpub\upload.testlab.local\` via `fs.writeFileSync` called through react2shell eval channel; HTTP access to `upload.testlab.local/` now returns ransom page,Calibrated - Not Benign,Critical,react2shell eval executes `fs.writeFileSync` to overwrite the upload portal landing page with a ransom HTML page on IIS01; no child process spawned — write occurs entirely within `node.exe`,IIS01 (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0229,"Adversary modifies internal UI messages (e.g., login banners, desktop wallpapers) or hosted intranet web pages by creating or altering content files using scripts or unauthorized access. Often preceded by privilege escalation or web shell deployment.",WinEventLog:Sysmon,EventCode=11,File Creation
Step 2 — Impact: Internal Defacement (DC01 + IIS01),Impact,T1491.001,Defacement: Internal Defacement,Windows,Sysmon Event 11 on IIS01: `node.exe` (IIS APPPOOL\react.testlab.local) creates `index.html` in `C:\inetpub\upload.testlab.local\` via `fs.writeFileSync` called through react2shell eval channel; HTTP access to `upload.testlab.local/` now returns ransom page,Calibrated - Not Benign,Critical,react2shell eval executes `fs.writeFileSync` to overwrite the upload portal landing page with a ransom HTML page on IIS01; no child process spawned — write occurs entirely within `node.exe`,IIS01 (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0229,"Adversary modifies internal UI messages (e.g., login banners, desktop wallpapers) or hosted intranet web pages by creating or altering content files using scripts or unauthorized access. Often preceded by privilege escalation or web shell deployment.",WinEventLog:Sysmon,EventCode=2,File Modification
Step 2 — Impact: Internal Defacement (DC01 + IIS01),Impact,T1491.001,Defacement: Internal Defacement,Windows,Sysmon Event 11 on IIS01: `node.exe` (IIS APPPOOL\react.testlab.local) creates `index.html` in `C:\inetpub\upload.testlab.local\` via `fs.writeFileSync` called through react2shell eval channel; HTTP access to `upload.testlab.local/` now returns ransom page,Calibrated - Not Benign,Critical,react2shell eval executes `fs.writeFileSync` to overwrite the upload portal landing page with a ransom HTML page on IIS01; no child process spawned — write occurs entirely within `node.exe`,IIS01 (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0229,"Adversary modifies internal UI messages (e.g., login banners, desktop wallpapers) or hosted intranet web pages by creating or altering content files using scripts or unauthorized access. Often preceded by privilege escalation or web shell deployment.",WinEventLog:Sysmon,EventCode=1,Process Creation
